User_ID,Age,Gender,Subscription_Type,Signup_Date,City
1311,51,Male,Monthly,2021-07-23,San Francisco
1312,61,Female,Casual,2020-08-07,Chicago
1313,52,Male,Yearly,2021-01-05,Boston
1314,39,Female,Casual,2021-06-11,Boston
1315,61,Male,Yearly,2020-03-15,San Francisco
1316,41,Female,Casual,2021-09-09,New York
1317,34,Male,Monthly,2020-05-15,Chicago
1318,27,Female,Casual,2020-03-14,Boston
1319,47,Female,Monthly,2020-09-10,Boston
1320,63,Other,Monthly,2020-01-18,New York
1321,40,Other,Monthly,2020-02-12,San Francisco
1322,49,Male,Monthly,2020-02-19,Seattle
1323,34,Female,Monthly,2021-05-29,Chicago
1324,34,Male,Monthly,2021-07-24,Boston
1325,31,Other,Yearly,2021-07-29,Seattle
1326,26,Male,Casual,2021-08-04,New York
1327,57,Male,Monthly,2020-10-29,San Francisco
1328,19,Other,Monthly,2020-05-21,Chicago
1329,62,Female,Casual,2020-07-20,New York
1330,42,Male,Monthly,2020-07-25,San Francisco
1331,56,Other,Casual,2021-02-18,New York
1332,26,Female,Casual,2020-08-08,Boston
1333,39,Other,Casual,2020-12-27,Boston
1334,60,Male,Casual,2020-03-21,Seattle
1335,63,Female,Monthly,2021-07-16,New York
1336,21,Female,Monthly,2020-10-11,Boston
1337,43,Other,Yearly,2021-01-03,San Francisco
1338,46,Other,Monthly,2021-05-06,Seattle
1339,62,Other,Casual,2020-12-11,Chicago
1340,51,Female,Yearly,2020-07-22,New York
1341,40,Female,Yearly,2020-01-25,Boston
1342,54,Male,Monthly,2021-07-06,San Francisco
1343,28,Female,Monthly,2020-03-09,New York
1344,23,Male,Yearly,2021-05-30,San Francisco
1345,35,Other,Monthly,2021-05-06,Seattle
1346,38,Other,Yearly,2020-08-27,Boston
1347,59,Female,Casual,2020-12-26,Boston
1348,53,Other,Casual,2021-03-16,Seattle
1349,58,Other,Monthly,2020-01-31,San Francisco
1350,55,Female,Monthly,2021-09-20,New York
1351,51,Male,Yearly,2021-12-07,San Francisco
1352,34,Female,Yearly,2021-08-24,New York
1353,54,Male,Casual,2021-11-20,Seattle
1354,42,Female,Casual,2021-10-18,Chicago
1355,55,Female,Yearly,2021-12-14,New York
1356,29,Other,Monthly,2020-11-17,Boston
1357,40,Female,Casual,2020-12-09,Boston
1358,59,Female,Monthly,2021-12-15,Boston
1359,39,Male,Monthly,2021-06-19,San Francisco
1360,38,Other,Monthly,2020-12-20,San Francisco
1361,44,Male,Monthly,2021-04-15,San Francisco
1362,48,Male,Casual,2020-04-14,Boston
1363,23,Other,Yearly,2020-11-17,New York
1364,44,Other,Monthly,2021-07-25,Boston
1365,57,Other,Monthly,2021-06-10,New York
1366,51,Female,Casual,2021-05-18,San Francisco
1367,29,Other,Monthly,2020-03-25,Chicago
1368,62,Other,Casual,2021-12-09,San Francisco
1369,24,Other,Casual,2020-08-22,Seattle
1370,27,Male,Monthly,2020-09-19,New York
1371,62,Male,Casual,2020-01-06,Chicago
1372,34,Female,Monthly,2021-05-08,San Francisco
1373,43,Male,Casual,2020-10-15,Chicago
1374,38,Female,Monthly,2021-07-23,Boston
1375,45,Male,Casual,2021-10-18,New York
1376,63,Other,Casual,2021-07-07,Seattle
1377,19,Male,Casual,2020-12-15,Boston
1378,60,Female,Yearly,2020-07-18,Chicago
1379,18,Male,Yearly,2021-11-16,San Francisco
1380,53,Other,Casual,2020-11-30,New York
1381,43,Female,Monthly,2021-08-29,Seattle
1382,46,Other,Monthly,2020-08-04,San Francisco
1383,38,Other,Yearly,2021-09-14,Seattle
1384,28,Female,Casual,2020-12-18,New York
1385,57,Other,Monthly,2021-11-22,Chicago
1386,28,Other,Casual,2021-11-05,Seattle
1387,53,Male,Casual,2021-09-22,New York
1388,56,Other,Yearly,2020-11-20,Seattle
1389,57,Other,Monthly,2020-08-15,San Francisco
1390,52,Other,Casual,2020-05-24,Seattle
1391,51,Other,Casual,2020-11-03,San Francisco
1392,64,Female,Monthly,2021-10-15,San Francisco
1393,41,Male,Monthly,2021-09-25,New York
1394,39,Other,Casual,2020-10-11,Boston
1395,22,Other,Yearly,2021-01-26,Seattle
1396,50,Female,Casual,2020-12-25,Chicago
1397,53,Other,Casual,2020-06-13,San Francisco
1398,64,Female,Yearly,2021-08-03,Boston
1399,37,Male,Casual,2020-08-11,San Francisco
1400,36,Male,Casual,2020-05-03,Boston
1401,52,Other,Monthly,2020-12-09,Boston
1402,60,Other,Yearly,2021-06-07,Chicago
1403,34,Other,Casual,2020-02-21,Boston
1404,62,Female,Yearly,2020-05-08,Chicago
1405,60,Other,Monthly,2020-05-14,New York
1406,51,Other,Casual,2021-10-18,San Francisco
1407,26,Male,Monthly,2020-05-06,Chicago
1408,43,Other,Casual,2020-03-11,San Francisco
1409,19,Male,Monthly,2020-09-29,Seattle
1410,26,Other,Monthly,2020-07-05,New York
1411,26,Male,Yearly,2020-01-03,Seattle
1412,57,Other,Casual,2020-10-11,Seattle
1413,34,Male,Monthly,2020-01-22,Boston
1414,18,Female,Monthly,2020-06-14,Boston
1415,42,Male,Casual,2020-11-05,Seattle
1416,60,Male,Casual,2021-04-21,Boston
1417,57,Male,Casual,2021-05-12,San Francisco
1418,59,Other,Monthly,2021-03-09,Boston
1419,42,Other,Monthly,2020-08-21,Seattle
1420,56,Other,Casual,2021-10-31,Boston
1421,52,Female,Yearly,2021-10-24,Boston
1422,20,Female,Yearly,2021-12-25,Chicago
1423,54,Male,Monthly,2021-01-10,Chicago
1424,61,Female,Casual,2021-12-30,Seattle
1425,61,Male,Monthly,2020-09-02,San Francisco
1426,47,Male,Casual,2020-10-29,New York
1427,55,Male,Casual,2021-02-08,New York
1428,51,Female,Monthly,2021-10-24,Seattle
1429,29,Other,Casual,2021-12-08,San Francisco
1430,36,Female,Casual,2020-01-21,San Francisco
1431,54,Male,Casual,2020-09-13,San Francisco
1432,61,Male,Casual,2021-02-02,Chicago
1433,34,Female,Casual,2021-06-12,Seattle
1434,27,Male,Yearly,2020-02-20,New York
1435,64,Male,Casual,2021-03-22,San Francisco
1436,29,Female,Casual,2020-09-26,Seattle
1437,33,Female,Casual,2021-08-17,New York
1438,41,Female,Yearly,2021-09-27,Chicago
1439,36,Male,Monthly,2020-09-18,Boston
1440,25,Male,Casual,2020-12-30,New York
1441,48,Other,Yearly,2020-02-18,New York
1442,38,Other,Casual,2021-06-01,New York
1443,34,Female,Casual,2021-09-20,Boston
1444,40,Other,Casual,2020-04-27,San Francisco
1445,54,Male,Casual,2021-03-28,Boston
1446,33,Other,Casual,2021-10-02,New York
1447,23,Male,Monthly,2021-01-31,Chicago
1448,25,Female,Casual,2021-11-13,New York
1449,42,Female,Monthly,2020-01-27,Chicago
1450,35,Male,Casual,2021-12-11,Seattle
1451,42,Other,Casual,2021-01-06,Chicago
1452,29,Female,Monthly,2020-04-06,New York
1453,32,Female,Yearly,2021-06-12,Boston
1454,43,Other,Casual,2021-11-15,New York
1455,58,Other,Monthly,2021-09-04,New York
1456,62,Male,Casual,2020-07-04,Seattle
1457,43,Other,Casual,2021-11-26,San Francisco
1458,64,Other,Casual,2020-08-02,New York
1459,49,Other,Casual,2020-09-07,Seattle
1460,27,Male,Casual,2020-08-03,Boston
1461,33,Male,Casual,2020-01-29,Seattle
1462,24,Female,Monthly,2020-04-11,Seattle
1463,34,Male,Casual,2020-05-02,Chicago
1464,40,Female,Monthly,2020-02-23,San Francisco
1465,43,Other,Casual,2020-10-09,San Francisco
1466,38,Female,Monthly,2021-09-05,Boston
1467,39,Female,Monthly,2020-04-26,Seattle
1468,24,Other,Casual,2021-09-07,Boston
1469,31,Female,Casual,2021-07-10,Boston
1470,32,Male,Monthly,2020-04-23,San Francisco
1471,24,Male,Yearly,2021-06-26,San Francisco
1472,26,Male,Casual,2021-11-06,San Francisco
1473,25,Male,Casual,2021-12-01,New York
1474,40,Female,Yearly,2020-10-19,Seattle
1475,46,Female,Casual,2020-07-13,Boston
1476,35,Other,Monthly,2020-10-18,Seattle
1477,48,Female,Casual,2020-09-17,Boston
1478,47,Female,Casual,2020-07-25,Boston
1479,56,Female,Monthly,2021-07-17,Boston
1480,52,Other,Monthly,2020-02-18,Boston
1481,35,Male,Casual,2020-01-06,Chicago
1482,59,Female,Monthly,2021-01-13,Chicago
1483,56,Other,Monthly,2021-01-28,New York
1484,34,Other,Monthly,2020-08-11,San Francisco
1485,31,Other,Casual,2020-01-23,Boston
1486,48,Male,Monthly,2021-10-18,Seattle
1487,41,Female,Monthly,2020-04-19,Chicago
1488,52,Other,Monthly,2021-12-24,San Francisco
1489,61,Male,Monthly,2021-07-06,New York
1490,62,Other,Casual,2021-02-02,San Francisco
1491,51,Other,Monthly,2020-06-20,Boston
1492,20,Other,Monthly,2021-11-28,San Francisco
1493,54,Other,Casual,2021-12-26,Boston
1494,60,Other,Monthly,2020-11-01,Chicago
1495,57,Male,Casual,2021-07-17,Chicago
1496,43,Female,Monthly,2021-08-04,Boston
1497,40,Female,Casual,2021-12-08,Seattle
1498,61,Female,Monthly,2020-05-30,Chicago
1499,56,Female,Yearly,2021-03-03,Seattle
1500,32,Male,Monthly,2021-09-12,Boston
1501,21,Male,Yearly,2021-04-11,Boston
1502,46,Male,Yearly,2021-09-21,Chicago
1503,39,Other,Casual,2021-08-29,Seattle
1504,42,Other,Monthly,2021-07-09,Boston
1505,30,Other,Monthly,2020-03-07,Chicago
1506,35,Female,Yearly,2020-06-04,Boston
1507,50,Other,Casual,2020-07-24,San Francisco
1508,33,Female,Yearly,2020-06-03,San Francisco
1509,62,Other,Monthly,2021-11-21,Chicago
1510,59,Female,Monthly,2021-05-23,Boston
1511,61,Other,Casual,2021-07-25,Chicago
1512,19,Other,Casual,2020-03-14,New York
1513,52,Male,Monthly,2020-02-18,Chicago
1514,59,Other,Casual,2021-04-11,Chicago
1515,51,Other,Yearly,2021-08-07,San Francisco
1516,47,Male,Casual,2021-12-08,San Francisco
1517,30,Female,Monthly,2020-06-27,Boston
1518,30,Male,Casual,2020-02-17,Chicago
1519,35,Male,Monthly,2020-03-12,Chicago
1520,49,Female,Monthly,2020-04-22,Boston
1521,49,Other,Casual,2020-06-07,Seattle
1522,52,Female,Casual,2020-01-30,Boston
1523,56,Other,Casual,2020-04-06,San Francisco
1524,63,Other,Monthly,2020-09-07,San Francisco
1525,46,Female,Monthly,2021-06-02,Chicago
1526,46,Male,Monthly,2020-04-01,San Francisco
1527,61,Female,Monthly,2020-04-22,Boston
1528,33,Other,Monthly,2020-09-15,Chicago
1529,61,Female,Casual,2020-04-16,Boston
1530,64,Female,Casual,2021-07-28,Boston
1531,27,Other,Casual,2021-01-24,Chicago
1532,47,Male,Yearly,2020-12-23,Seattle
1533,42,Female,Yearly,2020-07-17,San Francisco
1534,56,Other,Casual,2021-03-02,New York
1535,37,Other,Monthly,2021-04-22,New York
1536,22,Female,Yearly,2021-05-17,New York
1537,18,Male,Monthly,2021-10-19,San Francisco
1538,47,Female,Casual,2021-07-26,Seattle
1539,20,Male,Casual,2020-04-29,Boston
1540,62,Male,Monthly,2021-07-26,Chicago
1541,31,Male,Yearly,2020-11-04,Seattle
1542,47,Male,Monthly,2021-06-21,New York
1543,21,Female,Casual,2021-09-18,San Francisco
1544,35,Other,Casual,2021-04-19,San Francisco
1545,54,Other,Monthly,2021-07-05,Chicago
1546,42,Other,Yearly,2020-12-09,Boston
1547,18,Other,Monthly,2021-09-19,Seattle
1548,63,Other,Monthly,2020-05-15,Seattle
1549,32,Other,Casual,2020-10-03,Seattle
1550,26,Female,Yearly,2021-06-16,Boston
1551,32,Male,Monthly,2020-01-31,Boston
1552,41,Other,Casual,2020-09-03,Boston
1553,21,Female,Monthly,2021-02-14,Chicago
1554,29,Other,Casual,2020-01-27,San Francisco
1555,54,Other,Casual,2020-03-13,New York
1556,54,Male,Casual,2020-04-06,Boston
1557,60,Male,Casual,2021-11-03,San Francisco
1558,23,Male,Casual,2020-12-11,Boston
1559,56,Other,Monthly,2021-04-20,New York
1560,63,Other,Monthly,2020-10-26,Boston
1561,41,Other,Monthly,2020-10-25,San Francisco
1562,28,Male,Casual,2020-10-13,Chicago
1563,30,Female,Casual,2021-03-24,New York
1564,51,Other,Monthly,2020-07-30,San Francisco
1565,42,Other,Casual,2020-03-16,Seattle
1566,24,Other,Casual,2021-02-04,Seattle
1567,21,Female,Yearly,2021-10-16,Seattle
1568,25,Other,Monthly,2020-02-03,Chicago
1569,37,Female,Yearly,2021-05-12,Boston
1570,46,Other,Monthly,2021-05-30,Boston
1571,62,Female,Casual,2020-11-23,Boston
1572,63,Other,Monthly,2020-04-07,Chicago
1573,27,Male,Casual,2020-12-31,Seattle
1574,60,Male,Monthly,2021-12-29,Boston
1575,51,Male,Casual,2021-04-07,Chicago
1576,43,Male,Yearly,2020-01-28,Chicago
1577,58,Other,Casual,2021-12-13,San Francisco
1578,20,Male,Yearly,2021-01-20,Boston
1579,23,Female,Yearly,2020-09-29,Seattle
1580,22,Male,Monthly,2020-05-06,New York
1581,22,Male,Monthly,2020-07-20,Chicago
1582,64,Male,Monthly,2021-06-04,San Francisco
1583,40,Other,Yearly,2020-10-13,New York
1584,26,Male,Monthly,2021-03-25,Chicago
1585,52,Female,Monthly,2020-03-28,San Francisco
1586,37,Male,Monthly,2020-11-13,Boston
1587,59,Male,Yearly,2020-01-19,San Francisco
1588,52,Male,Monthly,2021-08-15,Chicago
1589,35,Female,Monthly,2020-04-16,Boston
1590,34,Male,Monthly,2021-04-02,Seattle
1591,41,Female,Yearly,2020-11-06,San Francisco
1592,20,Female,Monthly,2021-02-15,New York
1593,49,Male,Casual,2021-09-15,Boston
1594,52,Female,Monthly,2021-09-26,Boston
1595,55,Other,Yearly,2021-05-12,Seattle
1596,30,Male,Monthly,2020-08-31,San Francisco
1597,64,Male,Yearly,2021-11-20,New York
1598,42,Female,Casual,2021-07-30,Seattle
1599,26,Female,Monthly,2021-01-14,San Francisco
1600,21,Male,Monthly,2021-05-29,New York
1601,31,Other,Yearly,2020-07-25,New York
1602,54,Female,Casual,2021-01-28,Chicago
1603,51,Female,Yearly,2020-01-21,New York
1604,28,Other,Monthly,2021-06-10,San Francisco
1605,58,Other,Casual,2020-12-08,Seattle
1606,20,Male,Casual,2021-12-18,Seattle
1607,45,Other,Casual,2020-07-20,Chicago
1608,46,Male,Monthly,2020-04-29,San Francisco
1609,26,Other,Casual,2021-10-10,New York
1610,20,Female,Casual,2021-01-23,Chicago
1611,42,Male,Yearly,2021-06-20,Boston
1612,51,Male,Casual,2020-08-21,San Francisco
1613,29,Male,Casual,2021-09-24,Chicago
1614,59,Other,Monthly,2021-08-24,Seattle
1615,26,Female,Monthly,2020-11-15,Chicago
1616,32,Male,Monthly,2021-12-12,Boston
1617,57,Male,Monthly,2020-06-28,San Francisco
1618,42,Male,Monthly,2021-01-02,Chicago
1619,22,Male,Monthly,2020-03-16,New York
1620,28,Female,Casual,2021-10-10,San Francisco
1621,51,Other,Casual,2021-10-11,Chicago
1622,41,Female,Monthly,2021-05-10,Chicago
1623,32,Male,Casual,2021-06-05,San Francisco
1624,55,Female,Monthly,2020-07-19,Seattle
1625,25,Male,Monthly,2020-12-11,New York
1626,22,Other,Casual,2021-04-27,San Francisco
1627,43,Other,Casual,2020-08-06,New York
1628,35,Other,Casual,2020-02-29,New York
1629,23,Male,Monthly,2021-10-20,San Francisco
1630,54,Female,Monthly,2021-09-10,Chicago
1631,30,Other,Monthly,2021-07-03,Seattle
1632,45,Male,Casual,2021-10-07,New York
1633,22,Male,Monthly,2020-08-08,New York
1634,30,Female,Yearly,2021-05-16,Chicago
1635,34,Other,Casual,2020-05-12,San Francisco
1636,57,Male,Monthly,2020-02-22,Seattle
1637,62,Female,Yearly,2021-03-25,New York
1638,49,Other,Casual,2020-03-02,New York
1639,46,Female,Monthly,2020-01-23,San Francisco
1640,20,Female,Casual,2020-02-13,Chicago
1641,57,Male,Monthly,2021-07-11,Boston
1642,51,Male,Casual,2021-10-20,Chicago
1643,57,Male,Yearly,2021-12-28,New York
1644,44,Female,Monthly,2020-02-16,New York
1645,30,Male,Monthly,2020-01-24,Seattle
1646,62,Female,Monthly,2021-10-18,Chicago
1647,50,Female,Monthly,2020-03-29,Boston
1648,23,Male,Monthly,2020-06-22,Seattle
1649,41,Other,Yearly,2021-07-29,Boston
1650,36,Other,Yearly,2020-04-28,Seattle
1651,33,Other,Monthly,2021-10-29,Chicago
1652,57,Female,Yearly,2020-06-26,New York
1653,45,Female,Monthly,2020-12-07,Boston
1654,50,Female,Monthly,2021-07-21,Chicago
1655,58,Male,Monthly,2020-02-28,Boston
1656,30,Female,Casual,2021-03-13,Chicago
1657,60,Male,Casual,2021-03-03,Seattle
1658,62,Male,Casual,2021-03-01,Chicago
1659,42,Other,Monthly,2021-01-15,Seattle
1660,59,Other,Casual,2021-04-30,New York
1661,53,Other,Monthly,2020-07-03,Seattle
1662,44,Male,Yearly,2021-07-12,San Francisco
1663,55,Male,Casual,2021-04-04,New York
1664,24,Male,Monthly,2020-04-11,Chicago
1665,22,Female,Casual,2021-07-09,Chicago
1666,60,Male,Casual,2020-01-15,San Francisco
1667,62,Other,Monthly,2020-02-20,Chicago
1668,48,Other,Monthly,2020-11-04,New York
1669,40,Male,Monthly,2020-02-03,New York
1670,59,Male,Casual,2021-09-27,Seattle
1671,27,Other,Monthly,2021-08-11,Boston
1672,49,Male,Casual,2021-09-26,Chicago
1673,60,Other,Casual,2020-07-23,San Francisco
1674,47,Female,Casual,2020-03-10,New York
1675,56,Other,Casual,2020-08-17,New York
1676,48,Female,Casual,2021-04-24,New York
1677,35,Male,Casual,2021-06-16,Boston
1678,53,Male,Yearly,2020-04-17,Boston
1679,19,Female,Casual,2020-08-28,Chicago
1680,31,Male,Casual,2020-09-07,San Francisco
1681,30,Female,Casual,2020-05-14,Boston
1682,46,Male,Monthly,2020-03-30,Seattle
1683,29,Other,Casual,2021-08-13,Boston
1684,56,Male,Yearly,2021-03-15,New York
1685,19,Other,Yearly,2021-11-19,San Francisco
1686,49,Other,Casual,2020-10-24,Chicago
1687,30,Female,Monthly,2021-02-10,Boston
1688,63,Male,Casual,2020-11-03,New York
1689,44,Female,Monthly,2020-04-11,Seattle
1690,58,Male,Monthly,2020-12-26,Seattle
1691,34,Other,Casual,2021-09-15,Chicago
1692,57,Other,Casual,2021-11-23,Chicago
1693,48,Male,Monthly,2021-09-07,Boston
1694,51,Male,Monthly,2021-06-11,Chicago
1695,41,Female,Casual,2021-08-30,New York
1696,62,Male,Monthly,2020-10-19,New York
1697,52,Male,Monthly,2020-05-25,New York
1698,23,Male,Yearly,2021-02-07,Boston
1699,36,Female,Casual,2020-01-02,Boston
1700,47,Male,Monthly,2020-04-28,Chicago
1701,24,Other,Monthly,2021-08-28,Boston
1702,27,Female,Casual,2020-07-09,New York
1703,58,Female,Monthly,2020-01-03,San Francisco
1704,49,Other,Monthly,2021-05-01,New York
1705,51,Other,Yearly,2021-09-14,San Francisco
1706,45,Other,Casual,2020-06-25,Chicago
1707,32,Male,Monthly,2020-09-13,Seattle
1708,47,Other,Casual,2021-06-17,Boston
1709,54,Male,Yearly,2021-04-21,Boston
1710,46,Female,Casual,2021-02-01,New York
1711,39,Female,Yearly,2021-05-10,New York
1712,21,Other,Yearly,2020-08-07,San Francisco
1713,37,Male,Casual,2020-06-21,Boston
1714,49,Other,Yearly,2021-01-24,Chicago
1715,53,Other,Yearly,2021-05-16,New York
1716,21,Male,Casual,2021-07-30,Boston
1717,44,Other,Monthly,2020-09-16,Seattle
1718,34,Female,Monthly,2020-05-10,San Francisco
1719,29,Other,Casual,2020-04-22,New York
1720,39,Male,Casual,2021-12-23,New York
1721,34,Male,Casual,2020-01-20,Chicago
1722,27,Female,Casual,2020-08-02,New York
1723,18,Male,Monthly,2020-11-05,Boston
1724,39,Male,Casual,2020-09-07,Boston
1725,43,Female,Yearly,2021-05-02,Boston
1726,35,Other,Monthly,2021-01-16,Seattle
1727,31,Female,Casual,2021-02-12,Seattle
1728,64,Other,Monthly,2020-09-27,New York
1729,46,Female,Monthly,2021-02-10,Seattle
1730,29,Other,Yearly,2021-11-22,Seattle
1731,53,Female,Casual,2020-07-12,Chicago
1732,52,Other,Casual,2021-03-16,Seattle
1733,29,Female,Yearly,2020-11-08,San Francisco
1734,24,Other,Yearly,2020-03-19,San Francisco
1735,46,Female,Monthly,2020-06-28,San Francisco
1736,28,Male,Monthly,2021-11-05,New York
1737,50,Other,Casual,2021-12-14,Boston
1738,23,Female,Monthly,2020-01-14,Chicago
1739,64,Other,Casual,2020-09-02,New York
1740,32,Other,Casual,2020-01-14,Boston
1741,49,Female,Yearly,2020-04-08,Chicago
1742,28,Other,Casual,2020-02-02,Chicago
1743,40,Female,Monthly,2021-03-11,Chicago
1744,43,Male,Yearly,2020-09-13,San Francisco
1745,51,Other,Casual,2020-02-03,San Francisco
1746,63,Male,Yearly,2020-01-19,San Francisco
1747,51,Other,Yearly,2021-10-25,Chicago
1748,46,Other,Monthly,2020-09-16,Chicago
1749,21,Other,Casual,2021-11-06,San Francisco
1750,34,Female,Casual,2021-08-11,Chicago
1751,52,Male,Monthly,2021-02-19,San Francisco
1752,30,Other,Casual,2020-05-16,San Francisco
1753,58,Female,Casual,2020-12-24,San Francisco
1754,56,Other,Yearly,2021-12-20,Boston
1755,32,Female,Casual,2021-08-01,Chicago
1756,46,Other,Monthly,2020-04-25,New York
1757,46,Male,Casual,2021-02-07,San Francisco
1758,28,Male,Monthly,2020-07-20,New York
1759,49,Other,Yearly,2021-01-10,Boston
1760,19,Female,Casual,2020-09-06,Chicago
1761,64,Other,Casual,2021-03-21,San Francisco
1762,31,Female,Monthly,2020-10-04,San Francisco
1763,37,Other,Monthly,2020-04-21,San Francisco
1764,39,Female,Monthly,2021-04-17,New York
1765,28,Male,Casual,2021-11-18,Boston
1766,44,Other,Casual,2021-01-26,Chicago
1767,20,Male,Yearly,2020-05-22,Boston
1768,34,Male,Yearly,2020-02-01,San Francisco
1769,61,Other,Monthly,2020-06-29,Boston
1770,45,Other,Yearly,2021-08-01,New York
1771,46,Female,Monthly,2021-05-30,Seattle
1772,38,Female,Monthly,2020-09-25,Seattle
1773,64,Male,Casual,2020-08-23,Chicago
1774,33,Female,Monthly,2020-10-03,Chicago
1775,54,Female,Monthly,2021-07-06,Boston
1776,37,Other,Casual,2021-09-24,Chicago
1777,23,Female,Monthly,2020-10-01,New York
1778,36,Male,Monthly,2020-03-26,San Francisco
1779,22,Female,Monthly,2020-03-03,San Francisco
1780,20,Male,Monthly,2021-02-07,Boston
1781,18,Other,Yearly,2020-07-10,San Francisco
1782,55,Male,Casual,2020-10-19,Boston
1783,32,Female,Monthly,2020-01-31,Chicago
1784,51,Other,Monthly,2020-11-25,Chicago
1785,52,Female,Monthly,2021-10-19,New York
1786,42,Other,Casual,2020-04-16,San Francisco
1787,41,Other,Casual,2021-09-13,New York
1788,29,Female,Yearly,2020-10-02,Seattle
1789,35,Female,Monthly,2021-12-22,New York
1790,32,Other,Yearly,2021-10-12,Boston
1791,61,Other,Monthly,2021-08-20,Boston
1792,33,Female,Monthly,2021-07-09,New York
1793,44,Male,Yearly,2020-03-22,Chicago
1794,25,Female,Monthly,2020-03-04,Seattle
1795,63,Other,Casual,2021-07-20,New York
1796,42,Female,Monthly,2021-08-08,Chicago
1797,34,Male,Yearly,2020-05-08,New York
1798,46,Female,Casual,2020-09-12,San Francisco
1799,25,Other,Casual,2020-08-18,Boston
1800,32,Female,Casual,2021-05-11,San Francisco
1801,44,Other,Yearly,2020-05-16,San Francisco
1802,63,Other,Casual,2021-03-30,Seattle
1803,24,Female,Monthly,2020-12-20,Chicago
1804,20,Other,Monthly,2021-09-15,Boston
1805,46,Other,Monthly,2021-04-29,San Francisco
1806,61,Male,Monthly,2020-05-25,Boston
1807,41,Male,Casual,2020-02-02,Chicago
1808,20,Male,Monthly,2020-09-16,New York
1809,37,Male,Monthly,2020-03-27,San Francisco
1810,63,Other,Yearly,2020-09-21,Chicago
1811,32,Female,Casual,2021-06-25,Boston
1812,42,Other,Yearly,2021-01-26,Chicago
1813,47,Other,Monthly,2020-08-19,New York
1814,31,Other,Yearly,2021-08-10,Chicago
1815,24,Female,Monthly,2021-03-22,Boston
1816,34,Male,Monthly,2020-05-08,San Francisco
1817,61,Other,Yearly,2020-09-27,San Francisco
1818,37,Other,Yearly,2020-03-29,Seattle
1819,53,Male,Monthly,2021-04-10,Boston
1820,26,Other,Casual,2020-06-18,Seattle
1821,55,Female,Casual,2020-05-07,Seattle
1822,39,Other,Casual,2020-06-22,New York
1823,19,Other,Casual,2020-01-26,Boston
1824,41,Male,Casual,2021-07-26,San Francisco
1825,25,Other,Yearly,2021-05-25,Boston
1826,28,Other,Casual,2021-05-02,New York
1827,30,Female,Monthly,2021-08-01,Boston
1828,34,Male,Casual,2021-02-09,Boston
1829,25,Male,Casual,2020-01-26,Seattle
1830,38,Female,Casual,2020-03-23,Boston
1831,35,Other,Casual,2020-12-29,Seattle
1832,47,Male,Monthly,2021-01-01,Seattle
1833,35,Male,Yearly,2020-02-29,Chicago
1834,63,Other,Casual,2021-07-04,New York
1835,64,Other,Monthly,2021-09-26,Seattle
1836,48,Male,Monthly,2020-10-18,Boston
1837,55,Other,Yearly,2020-07-09,Seattle
1838,49,Male,Monthly,2021-04-05,Seattle
1839,28,Other,Monthly,2021-10-25,Seattle
1840,62,Other,Monthly,2020-08-20,San Francisco
1841,42,Female,Yearly,2021-04-18,San Francisco
1842,50,Other,Casual,2021-02-08,San Francisco
1843,55,Female,Monthly,2021-10-19,San Francisco
1844,58,Other,Yearly,2020-09-27,Chicago
1845,25,Male,Monthly,2020-05-13,Seattle
1846,28,Male,Monthly,2020-06-19,Chicago
1847,39,Other,Monthly,2021-02-18,Boston
1848,41,Other,Casual,2020-01-28,New York
1849,58,Male,Monthly,2020-05-15,Chicago
1850,34,Other,Monthly,2021-02-08,San Francisco
1851,29,Female,Monthly,2021-05-19,San Francisco
1852,63,Female,Monthly,2020-08-28,Boston
1853,49,Female,Yearly,2021-03-19,Seattle
1854,32,Female,Casual,2021-03-09,New York
1855,33,Female,Monthly,2020-08-15,Chicago
1856,39,Other,Monthly,2021-05-23,Seattle
1857,45,Other,Monthly,2020-10-29,Seattle
1858,37,Female,Casual,2020-02-03,Chicago
1859,50,Other,Monthly,2020-01-02,Chicago
1860,27,Other,Yearly,2020-12-27,Chicago
1861,57,Female,Monthly,2020-07-13,Chicago
1862,49,Other,Yearly,2021-08-28,San Francisco
1863,50,Other,Yearly,2020-11-03,Seattle
1864,19,Other,Casual,2021-10-08,Seattle
1865,50,Female,Casual,2021-12-16,San Francisco
1866,50,Other,Yearly,2020-09-06,Seattle
1867,58,Male,Yearly,2020-05-26,Chicago
1868,30,Male,Casual,2020-12-11,New York
1869,47,Female,Casual,2020-12-13,Seattle
1870,50,Male,Casual,2020-09-10,New York
1871,30,Female,Yearly,2021-02-02,New York
1872,43,Male,Casual,2020-11-29,San Francisco
1873,39,Male,Monthly,2020-06-24,Boston
1874,56,Male,Yearly,2020-05-04,Seattle
1875,19,Female,Casual,2021-02-01,San Francisco
1876,55,Female,Monthly,2020-05-10,San Francisco
1877,56,Other,Casual,2021-07-15,New York
1878,43,Female,Yearly,2021-08-27,Seattle
1879,63,Male,Casual,2021-02-10,San Francisco
1880,32,Male,Monthly,2020-11-29,Chicago
1881,51,Female,Monthly,2020-01-20,San Francisco
1882,59,Female,Casual,2020-07-23,Chicago
1883,61,Female,Casual,2021-08-25,Boston
1884,57,Other,Monthly,2020-12-20,Chicago
1885,28,Male,Casual,2020-06-21,Chicago
1886,20,Other,Yearly,2020-07-07,New York
1887,23,Other,Yearly,2020-01-02,San Francisco
