Bike_ID,Maintenance_Date,Issue_Reported,Downtime_Hours
220,2022-12-25,Flat Tire,42
498,2022-11-14,Brake Issue,15
264,2022-07-22,Chain Issue,7
340,2022-07-04,Flat Tire,42
345,2022-06-09,Flat Tire,2
333,2022-11-16,Flat Tire,35
864,2022-01-03,Flat Tire,19
243,2022-05-18,Brake Issue,13
759,2022-10-08,Brake Issue,44
197,2022-01-05,Battery Issue,44
837,2022-01-16,Brake Issue,8
480,2022-02-06,Chain Issue,23
511,2022-04-23,Battery Issue,31
682,2022-04-02,Chain Issue,36
390,2022-12-09,Flat Tire,16
434,2022-08-02,Battery Issue,19
197,2022-01-28,Brake Issue,41
146,2022-01-26,Flat Tire,15
159,2022-07-30,Brake Issue,5
387,2022-09-02,Battery Issue,8
169,2022-05-04,Brake Issue,9
959,2022-04-22,Brake Issue,19
985,2022-10-18,Brake Issue,36
512,2022-09-27,Brake Issue,3
12,2022-11-14,Battery Issue,24
529,2022-02-09,Brake Issue,3
328,2022-01-05,Flat Tire,21
480,2022-11-30,Brake Issue,25
111,2022-04-12,Brake Issue,40
727,2022-07-25,Brake Issue,2
816,2022-12-19,Chain Issue,30
423,2022-03-16,Chain Issue,37
846,2022-08-29,Chain Issue,11
618,2022-03-16,Battery Issue,31
200,2022-02-01,Battery Issue,8
459,2022-02-07,Brake Issue,21
988,2022-10-18,Battery Issue,5
570,2022-09-01,Battery Issue,30
168,2022-03-07,Flat Tire,26
902,2022-06-26,Brake Issue,6
96,2022-06-12,Brake Issue,42
974,2022-07-28,Brake Issue,15
409,2022-12-27,Flat Tire,29
876,2022-09-11,Battery Issue,10
174,2022-09-22,Flat Tire,37
423,2022-01-09,Battery Issue,39
404,2022-11-04,Brake Issue,39
583,2022-09-25,Flat Tire,22
9,2022-07-17,Flat Tire,33
386,2022-08-28,Chain Issue,10
821,2022-02-09,Brake Issue,42
808,2022-06-27,Chain Issue,7
706,2022-09-30,Brake Issue,22
887,2023-01-01,Flat Tire,3
526,2022-10-05,Brake Issue,26
812,2022-02-13,Battery Issue,36
437,2022-07-29,Brake Issue,18
486,2022-06-01,Chain Issue,3
175,2022-02-16,Battery Issue,29
302,2022-10-04,Battery Issue,13
779,2022-11-06,Flat Tire,5
317,2022-07-11,Brake Issue,15
206,2022-12-27,Battery Issue,23
972,2022-01-30,Battery Issue,29
355,2022-12-29,Flat Tire,19
556,2022-09-03,Chain Issue,5
846,2022-10-23,Flat Tire,4
351,2022-11-08,Chain Issue,43
716,2022-04-15,Battery Issue,5
672,2022-11-13,Brake Issue,2
255,2022-03-13,Brake Issue,46
660,2022-10-11,Chain Issue,14
707,2022-03-20,Battery Issue,13
985,2022-03-20,Chain Issue,43
948,2022-06-21,Chain Issue,16
113,2022-08-21,Brake Issue,42
953,2022-10-04,Battery Issue,12
747,2022-12-13,Brake Issue,47
329,2022-04-19,Flat Tire,37
490,2022-07-17,Flat Tire,10
896,2022-05-20,Brake Issue,16
157,2022-12-05,Battery Issue,29
614,2022-07-02,Brake Issue,5
610,2022-04-01,Flat Tire,38
568,2022-11-23,Brake Issue,30
587,2022-03-24,Brake Issue,1
306,2022-03-22,Brake Issue,15
348,2022-08-25,Brake Issue,39
907,2022-04-23,Brake Issue,40
448,2022-02-02,Battery Issue,6
298,2022-05-22,Battery Issue,39
489,2022-03-21,Brake Issue,3
937,2022-02-06,Brake Issue,14
180,2022-11-13,Chain Issue,12
982,2022-08-09,Flat Tire,38
753,2022-02-04,Battery Issue,2
357,2022-05-06,Battery Issue,44
338,2022-11-02,Flat Tire,30
417,2022-09-24,Flat Tire,38
530,2022-06-18,Brake Issue,42
626,2022-07-05,Battery Issue,8
129,2022-10-03,Brake Issue,36
695,2022-11-07,Brake Issue,40
863,2022-03-07,Brake Issue,23
102,2022-09-07,Brake Issue,39
311,2022-06-14,Flat Tire,25
421,2022-08-23,Flat Tire,18
559,2022-12-12,Chain Issue,30
846,2022-03-17,Chain Issue,40
759,2022-08-19,Flat Tire,2
992,2022-12-14,Brake Issue,45
432,2022-09-01,Chain Issue,24
16,2022-07-17,Chain Issue,19
128,2022-12-22,Chain Issue,23
324,2022-10-17,Flat Tire,20
867,2022-09-10,Chain Issue,6
400,2022-02-13,Brake Issue,7
145,2022-06-23,Flat Tire,17
201,2022-08-03,Flat Tire,1
492,2022-04-24,Flat Tire,37
35,2022-07-13,Chain Issue,46
576,2022-04-10,Brake Issue,14
127,2022-03-12,Chain Issue,14
68,2022-04-25,Battery Issue,38
816,2022-05-31,Chain Issue,34
899,2022-01-02,Battery Issue,4
903,2022-10-10,Flat Tire,22
832,2022-07-02,Chain Issue,21
617,2022-07-31,Brake Issue,37
621,2022-01-22,Flat Tire,17
922,2022-04-18,Battery Issue,30
787,2022-01-28,Flat Tire,22
356,2022-07-25,Flat Tire,17
918,2022-09-26,Chain Issue,8
25,2022-02-18,Chain Issue,16
941,2022-04-04,Battery Issue,45
892,2022-06-05,Brake Issue,29
348,2022-04-01,Brake Issue,44
662,2022-12-09,Brake Issue,39
531,2022-11-07,Battery Issue,27
320,2022-06-15,Chain Issue,47
178,2022-09-19,Battery Issue,17
229,2022-11-18,Brake Issue,43
450,2022-02-23,Battery Issue,3
158,2022-08-16,Brake Issue,1
233,2022-01-10,Battery Issue,37
662,2022-10-29,Chain Issue,23
637,2022-05-06,Battery Issue,22
148,2022-09-01,Brake Issue,11
672,2022-02-06,Battery Issue,11
936,2022-01-16,Battery Issue,12
101,2022-06-29,Chain Issue,7
283,2022-07-21,Battery Issue,44
600,2022-12-22,Chain Issue,46
661,2022-07-27,Brake Issue,4
286,2022-08-17,Chain Issue,4
448,2022-10-26,Brake Issue,12
954,2022-06-06,Brake Issue,40
55,2022-09-15,Brake Issue,14
451,2022-12-18,Flat Tire,17
670,2022-09-01,Brake Issue,29
312,2022-02-15,Flat Tire,26
34,2022-08-04,Brake Issue,40
28,2022-05-10,Brake Issue,22
267,2022-07-24,Flat Tire,43
846,2022-05-03,Battery Issue,37
849,2022-06-20,Flat Tire,24
605,2022-06-04,Flat Tire,5
55,2022-03-24,Flat Tire,46
729,2022-06-05,Battery Issue,5
635,2022-02-22,Chain Issue,5
919,2022-12-11,Battery Issue,17
403,2022-08-11,Flat Tire,19
675,2022-04-29,Brake Issue,25
672,2022-01-13,Flat Tire,11
837,2022-06-24,Battery Issue,11
960,2022-01-24,Battery Issue,18
878,2022-06-06,Battery Issue,26
324,2022-03-01,Brake Issue,34
826,2022-04-19,Chain Issue,24
568,2022-12-31,Flat Tire,1
258,2022-11-11,Flat Tire,36
411,2022-12-18,Chain Issue,35
864,2022-06-16,Flat Tire,31
595,2022-05-03,Flat Tire,17
334,2022-02-11,Battery Issue,21
634,2022-08-25,Brake Issue,44
905,2022-03-23,Chain Issue,25
863,2022-02-03,Brake Issue,45
48,2022-08-23,Chain Issue,34
782,2022-01-17,Brake Issue,16
215,2022-04-22,Battery Issue,30
709,2022-04-30,Flat Tire,28
80,2022-07-18,Chain Issue,6
309,2022-09-02,Battery Issue,10
962,2022-03-24,Battery Issue,22
66,2022-01-20,Battery Issue,19
201,2022-10-14,Flat Tire,4
345,2022-05-30,Chain Issue,42
787,2022-08-22,Flat Tire,17
436,2022-06-13,Battery Issue,22
827,2022-07-25,Brake Issue,36
68,2022-11-06,Flat Tire,12
977,2022-09-22,Battery Issue,47
530,2022-04-12,Chain Issue,10
781,2022-01-17,Flat Tire,37
377,2022-12-31,Chain Issue,29
200,2022-07-01,Chain Issue,44
387,2022-12-14,Brake Issue,32
407,2022-12-11,Brake Issue,13
550,2022-10-26,Battery Issue,45
903,2022-11-04,Battery Issue,9
31,2022-06-11,Flat Tire,8
909,2022-06-17,Battery Issue,18
246,2022-09-30,Brake Issue,16
427,2022-11-09,Chain Issue,7
107,2022-07-03,Chain Issue,20
427,2022-10-12,Chain Issue,45
663,2022-05-13,Chain Issue,20
784,2022-04-16,Brake Issue,36
27,2022-12-05,Battery Issue,25
158,2022-12-23,Flat Tire,8
370,2022-09-03,Battery Issue,7
899,2022-05-09,Chain Issue,40
592,2022-10-10,Brake Issue,24
285,2022-04-28,Brake Issue,13
481,2022-07-12,Brake Issue,31
703,2022-05-05,Flat Tire,28
583,2022-04-02,Flat Tire,28
296,2022-09-30,Brake Issue,41
345,2022-07-27,Chain Issue,7
542,2022-09-06,Brake Issue,41
438,2022-02-28,Brake Issue,7
609,2022-01-28,Flat Tire,9
873,2022-12-29,Chain Issue,39
115,2022-09-23,Chain Issue,42
741,2022-02-11,Chain Issue,18
95,2022-07-13,Brake Issue,9
677,2022-02-03,Flat Tire,17
656,2022-11-16,Battery Issue,28
580,2022-02-12,Chain Issue,24
478,2022-01-09,Battery Issue,32
165,2022-10-07,Battery Issue,16
399,2022-02-09,Battery Issue,2
168,2022-11-16,Brake Issue,6
417,2022-04-08,Battery Issue,19
128,2022-12-21,Flat Tire,44
761,2022-11-19,Chain Issue,18
789,2022-02-20,Brake Issue,23
334,2022-10-23,Flat Tire,31
679,2022-08-25,Brake Issue,35
252,2022-04-26,Chain Issue,43
725,2022-12-29,Flat Tire,31
738,2022-12-14,Battery Issue,39
736,2022-04-28,Brake Issue,26
404,2022-02-19,Flat Tire,32
892,2022-10-26,Battery Issue,28
182,2022-04-17,Chain Issue,34
585,2022-03-03,Flat Tire,4
236,2022-03-24,Battery Issue,29
709,2022-01-18,Battery Issue,14
799,2022-11-20,Chain Issue,30
525,2022-07-25,Brake Issue,14
996,2022-06-13,Chain Issue,15
148,2022-05-25,Brake Issue,25
318,2022-12-14,Flat Tire,7
597,2022-11-21,Brake Issue,38
641,2022-03-15,Battery Issue,16
121,2022-06-08,Flat Tire,32
709,2022-03-01,Battery Issue,26
48,2022-01-18,Flat Tire,34
864,2022-08-31,Brake Issue,32
102,2022-02-19,Flat Tire,9
394,2022-07-18,Battery Issue,20
543,2022-01-30,Brake Issue,33
971,2022-11-12,Battery Issue,33
360,2022-01-08,Flat Tire,37
103,2022-01-22,Battery Issue,18
956,2022-10-19,Flat Tire,19
901,2022-08-13,Flat Tire,2
454,2022-11-08,Battery Issue,9
186,2022-01-05,Battery Issue,21
639,2022-05-26,Battery Issue,17
945,2022-08-31,Brake Issue,3
946,2022-03-04,Flat Tire,28
726,2022-12-26,Chain Issue,30
344,2022-08-25,Flat Tire,31
791,2022-12-10,Battery Issue,25
274,2022-04-23,Brake Issue,6
747,2022-03-08,Chain Issue,37
801,2022-01-04,Brake Issue,1
424,2022-06-15,Chain Issue,31
68,2022-01-28,Flat Tire,5
56,2022-08-08,Brake Issue,40
730,2022-10-05,Chain Issue,2
525,2022-09-17,Flat Tire,23
342,2022-01-28,Brake Issue,42
487,2022-04-29,Battery Issue,20
501,2022-12-02,Brake Issue,5
317,2022-01-02,Brake Issue,40
617,2022-01-18,Battery Issue,13
992,2022-08-30,Chain Issue,36
992,2022-09-04,Battery Issue,16
408,2022-02-25,Brake Issue,29
142,2022-06-04,Battery Issue,40
991,2022-04-12,Battery Issue,36
123,2022-06-04,Chain Issue,42
808,2022-05-15,Battery Issue,19
632,2022-01-25,Flat Tire,41
835,2022-10-27,Chain Issue,33
749,2022-01-27,Flat Tire,42
93,2022-02-22,Battery Issue,14
430,2022-04-20,Chain Issue,28
129,2022-09-21,Brake Issue,47
131,2022-05-17,Brake Issue,22
410,2022-09-09,Chain Issue,36
699,2022-03-16,Brake Issue,42
1000,2022-04-07,Battery Issue,37
448,2022-09-22,Flat Tire,10
996,2022-01-14,Battery Issue,24
800,2022-03-25,Battery Issue,35
395,2022-07-22,Chain Issue,8
290,2022-06-15,Chain Issue,33
551,2022-12-05,Flat Tire,19
236,2022-02-01,Chain Issue,47
79,2022-07-07,Chain Issue,39
15,2022-06-18,Battery Issue,29
31,2022-05-30,Battery Issue,30
472,2022-09-01,Chain Issue,27
966,2022-04-09,Chain Issue,25
598,2022-04-11,Brake Issue,38
344,2022-09-18,Chain Issue,44
872,2022-11-27,Flat Tire,35
24,2022-12-27,Chain Issue,20
686,2022-04-16,Battery Issue,22
227,2022-05-31,Flat Tire,38
226,2022-11-16,Brake Issue,41
119,2022-01-14,Battery Issue,45
492,2022-02-10,Battery Issue,6
817,2022-08-31,Chain Issue,6
827,2022-08-23,Flat Tire,40
813,2022-09-22,Chain Issue,29
553,2022-03-06,Chain Issue,27
338,2022-02-11,Battery Issue,42
166,2022-06-21,Battery Issue,4
826,2022-08-08,Battery Issue,40
600,2022-03-06,Flat Tire,8
874,2022-05-04,Flat Tire,44
755,2022-03-11,Chain Issue,12
573,2022-07-17,Battery Issue,42
520,2022-09-30,Chain Issue,30
83,2022-05-27,Chain Issue,31
226,2022-12-18,Chain Issue,7
317,2022-09-22,Chain Issue,37
809,2022-04-14,Brake Issue,46
666,2022-12-22,Chain Issue,31
763,2022-01-29,Chain Issue,18
407,2022-06-19,Brake Issue,22
325,2022-02-14,Battery Issue,6
206,2022-08-16,Brake Issue,43
147,2022-12-22,Chain Issue,7
567,2022-09-13,Brake Issue,23
467,2022-10-22,Battery Issue,40
243,2022-01-16,Battery Issue,41
186,2022-05-23,Brake Issue,23
970,2022-03-22,Chain Issue,17
925,2022-05-14,Battery Issue,32
741,2022-03-12,Chain Issue,47
176,2022-08-16,Flat Tire,6
22,2022-09-28,Flat Tire,33
379,2022-06-13,Brake Issue,33
109,2022-07-21,Chain Issue,40
486,2022-10-30,Chain Issue,31
855,2022-07-03,Brake Issue,44
501,2022-04-11,Brake Issue,44
754,2022-05-23,Chain Issue,2
884,2022-06-10,Brake Issue,12
322,2022-08-24,Flat Tire,15
600,2022-10-05,Chain Issue,15
346,2022-09-20,Brake Issue,27
170,2022-05-31,Flat Tire,20
11,2022-12-03,Chain Issue,18
436,2022-03-30,Battery Issue,41
385,2022-04-08,Brake Issue,40
153,2022-08-29,Flat Tire,38
123,2022-08-24,Brake Issue,27
58,2022-06-03,Brake Issue,42
362,2022-07-13,Flat Tire,4
299,2022-04-11,Brake Issue,39
772,2022-02-14,Chain Issue,40
112,2022-02-07,Brake Issue,39
55,2022-11-30,Flat Tire,30
507,2022-06-13,Flat Tire,2
699,2022-07-04,Chain Issue,33
530,2022-07-01,Battery Issue,4
974,2022-04-15,Flat Tire,30
381,2022-07-29,Flat Tire,12
600,2022-04-01,Brake Issue,17
243,2022-02-07,Flat Tire,22
921,2022-02-06,Flat Tire,9
645,2022-11-15,Battery Issue,8
778,2022-05-30,Flat Tire,35
399,2022-06-12,Flat Tire,20
79,2022-07-03,Battery Issue,29
317,2022-01-05,Flat Tire,26
757,2022-09-14,Battery Issue,12
641,2022-02-02,Battery Issue,6
536,2022-11-14,Brake Issue,25
97,2022-02-03,Battery Issue,34
701,2022-03-10,Battery Issue,42
271,2022-01-10,Chain Issue,26
54,2022-12-16,Battery Issue,47
451,2022-10-17,Battery Issue,44
22,2022-06-18,Brake Issue,24
558,2022-12-26,Brake Issue,4
725,2022-05-25,Chain Issue,17
955,2022-11-26,Flat Tire,32
637,2022-06-22,Brake Issue,26
407,2022-09-13,Battery Issue,17
522,2022-09-16,Flat Tire,2
427,2022-05-30,Flat Tire,3
914,2022-09-26,Chain Issue,19
289,2022-01-12,Battery Issue,15
433,2022-12-11,Brake Issue,33
263,2022-01-26,Chain Issue,20
808,2022-03-14,Chain Issue,5
345,2022-11-10,Brake Issue,39
130,2022-08-01,Battery Issue,39
713,2022-06-24,Flat Tire,44
491,2022-03-22,Flat Tire,43
795,2022-04-05,Brake Issue,26
573,2022-03-20,Brake Issue,8
709,2022-12-11,Battery Issue,43
230,2022-11-02,Brake Issue,45
840,2022-08-18,Chain Issue,17
985,2022-03-14,Brake Issue,15
207,2022-12-20,Battery Issue,37
601,2022-12-09,Battery Issue,29
805,2022-07-22,Chain Issue,2
320,2022-09-06,Battery Issue,32
860,2022-09-01,Brake Issue,23
905,2022-12-02,Flat Tire,15
448,2022-11-16,Battery Issue,36
387,2022-01-31,Flat Tire,12
881,2022-03-06,Battery Issue,47
191,2022-02-25,Battery Issue,22
431,2022-10-29,Brake Issue,22
962,2022-05-14,Brake Issue,34
249,2022-11-10,Chain Issue,6
699,2022-01-11,Flat Tire,24
168,2022-04-09,Brake Issue,31
117,2022-07-22,Brake Issue,22
275,2022-09-03,Chain Issue,42
21,2022-10-20,Flat Tire,40
323,2022-06-09,Flat Tire,12
316,2022-06-16,Chain Issue,3
924,2022-10-05,Battery Issue,1
224,2022-06-18,Flat Tire,34
771,2022-10-10,Flat Tire,38
898,2022-04-27,Battery Issue,8
322,2022-12-08,Brake Issue,9
376,2022-04-25,Flat Tire,42
239,2022-07-31,Flat Tire,19
191,2022-07-08,Flat Tire,17
16,2022-10-14,Brake Issue,27
778,2022-07-24,Chain Issue,27
51,2022-04-04,Battery Issue,1
292,2022-12-23,Battery Issue,9
905,2022-07-09,Flat Tire,47
674,2022-07-09,Flat Tire,6
755,2022-12-14,Chain Issue,12
473,2022-06-13,Flat Tire,24
602,2022-10-16,Chain Issue,6
468,2022-11-12,Chain Issue,32
615,2022-04-23,Brake Issue,25
230,2022-07-16,Chain Issue,8
614,2022-02-27,Brake Issue,36
666,2022-06-11,Battery Issue,13
722,2022-05-27,Brake Issue,9
501,2022-10-09,Chain Issue,27
673,2022-09-24,Battery Issue,30
142,2022-10-20,Battery Issue,42
439,2022-10-30,Battery Issue,32
895,2022-06-30,Flat Tire,39
556,2022-10-20,Brake Issue,7
143,2022-10-04,Chain Issue,24
363,2022-02-04,Chain Issue,29
83,2022-12-19,Flat Tire,24
65,2022-11-24,Brake Issue,41
549,2022-08-19,Flat Tire,30
597,2022-07-20,Flat Tire,4
834,2022-05-15,Battery Issue,5
33,2022-06-24,Chain Issue,19
569,2022-10-05,Flat Tire,22
816,2022-05-20,Chain Issue,39
595,2022-04-26,Battery Issue,7
185,2022-12-12,Brake Issue,47
651,2022-06-23,Flat Tire,5
199,2022-12-05,Flat Tire,20
651,2022-04-25,Flat Tire,39
847,2022-05-12,Flat Tire,42
429,2022-12-13,Brake Issue,18
116,2022-04-08,Flat Tire,20
417,2022-10-14,Battery Issue,40
45,2022-10-04,Chain Issue,1
291,2022-06-06,Brake Issue,27
462,2022-12-27,Chain Issue,15
476,2022-07-03,Brake Issue,39
983,2022-02-08,Flat Tire,35
24,2022-08-05,Brake Issue,22
230,2022-02-14,Chain Issue,28
339,2022-01-20,Flat Tire,18
760,2022-12-06,Brake Issue,46
242,2022-03-27,Flat Tire,47
271,2022-08-30,Brake Issue,36
910,2022-02-27,Flat Tire,11
595,2022-04-13,Battery Issue,32
275,2022-10-05,Chain Issue,35
921,2022-11-17,Flat Tire,10
525,2022-08-27,Flat Tire,23
347,2022-02-12,Chain Issue,16
760,2022-07-14,Chain Issue,42
512,2022-06-13,Flat Tire,4
333,2022-11-16,Brake Issue,45
723,2022-08-04,Flat Tire,23
972,2022-01-10,Battery Issue,11
577,2022-12-31,Flat Tire,10
278,2022-01-19,Brake Issue,32
793,2022-01-06,Chain Issue,14
342,2022-12-08,Brake Issue,26
993,2022-01-02,Flat Tire,9
37,2022-08-17,Brake Issue,30
545,2022-02-03,Brake Issue,22
235,2022-07-28,Chain Issue,1
277,2022-08-09,Brake Issue,27
709,2022-01-16,Flat Tire,42
771,2022-06-05,Brake Issue,38
994,2022-01-27,Flat Tire,15
958,2022-07-09,Battery Issue,22
72,2022-11-08,Chain Issue,8
879,2022-11-13,Battery Issue,14
857,2022-11-29,Brake Issue,20
545,2022-10-27,Chain Issue,17
805,2022-08-04,Battery Issue,26
984,2022-01-11,Flat Tire,13
312,2022-07-27,Battery Issue,29
907,2022-04-07,Brake Issue,16
147,2022-03-02,Chain Issue,8
534,2022-10-30,Battery Issue,21
341,2022-06-22,Chain Issue,8
147,2022-10-17,Battery Issue,27
111,2022-10-09,Chain Issue,26
934,2022-09-25,Chain Issue,46
387,2022-03-20,Chain Issue,47
160,2022-08-11,Brake Issue,5
594,2022-08-03,Flat Tire,47
792,2022-08-02,Brake Issue,44
253,2022-08-29,Battery Issue,5
103,2022-11-19,Flat Tire,23
224,2022-12-31,Flat Tire,17
779,2022-03-01,Brake Issue,27
305,2022-09-12,Battery Issue,12
680,2022-03-18,Battery Issue,22
300,2022-08-06,Brake Issue,4
832,2022-12-14,Brake Issue,10
985,2022-05-12,Chain Issue,17
114,2022-08-11,Chain Issue,17
303,2022-08-21,Chain Issue,35
177,2022-08-12,Flat Tire,21
867,2022-05-28,Chain Issue,2
281,2022-08-06,Battery Issue,39
310,2022-11-10,Flat Tire,1
367,2022-04-16,Brake Issue,23
781,2022-02-11,Flat Tire,24
971,2022-12-03,Chain Issue,43
741,2022-04-28,Flat Tire,27
413,2022-02-06,Flat Tire,43
278,2022-04-07,Chain Issue,44
681,2022-10-16,Brake Issue,34
631,2022-06-07,Flat Tire,22
207,2022-12-29,Brake Issue,43
433,2022-04-14,Chain Issue,3
25,2022-03-27,Flat Tire,36
551,2022-12-24,Flat Tire,14
154,2022-09-13,Flat Tire,8
69,2022-12-19,Flat Tire,35
599,2022-05-12,Battery Issue,1
10,2022-08-05,Chain Issue,30
258,2022-11-04,Chain Issue,8
876,2022-01-29,Battery Issue,20
274,2022-09-29,Flat Tire,3
99,2022-12-23,Brake Issue,17
212,2022-02-23,Battery Issue,30
437,2022-12-20,Brake Issue,39
946,2022-11-08,Chain Issue,42
729,2022-10-07,Brake Issue,4
734,2022-06-13,Battery Issue,42
790,2022-02-02,Chain Issue,18
259,2022-08-30,Brake Issue,11
538,2022-11-14,Brake Issue,44
226,2022-09-09,Brake Issue,20
710,2022-08-06,Battery Issue,14
94,2022-10-25,Chain Issue,29
744,2022-04-25,Flat Tire,41
860,2022-04-04,Battery Issue,11
759,2022-02-04,Chain Issue,41
801,2022-06-11,Flat Tire,5
813,2022-08-28,Battery Issue,6
439,2022-11-29,Brake Issue,15
952,2022-05-09,Battery Issue,18
894,2022-02-04,Chain Issue,13
168,2022-06-13,Chain Issue,36
734,2022-04-29,Battery Issue,28
912,2022-05-27,Brake Issue,16
595,2022-01-31,Flat Tire,41
292,2022-10-04,Brake Issue,33
569,2022-12-14,Battery Issue,5
345,2022-01-15,Chain Issue,26
781,2022-10-10,Battery Issue,33
224,2022-07-07,Flat Tire,42
82,2022-07-22,Flat Tire,37
331,2022-11-12,Chain Issue,45
998,2022-02-25,Brake Issue,32
570,2022-04-16,Chain Issue,21
728,2022-09-15,Flat Tire,47
123,2022-09-22,Chain Issue,45
615,2022-05-11,Chain Issue,40
673,2022-12-12,Flat Tire,13
690,2022-10-05,Flat Tire,32
789,2022-12-18,Battery Issue,2
340,2022-03-06,Flat Tire,6
596,2022-05-20,Brake Issue,31
42,2022-07-23,Chain Issue,9
358,2022-11-28,Brake Issue,35
953,2022-09-16,Chain Issue,19
190,2022-01-23,Chain Issue,36
420,2022-02-15,Brake Issue,2
541,2022-10-13,Battery Issue,35
386,2022-10-19,Chain Issue,21
614,2022-10-11,Battery Issue,10
666,2022-10-21,Battery Issue,8
247,2022-09-19,Battery Issue,22
227,2022-03-09,Chain Issue,22
677,2022-09-22,Brake Issue,5
63,2022-02-26,Battery Issue,45
264,2022-09-18,Chain Issue,14
450,2022-05-16,Chain Issue,47
128,2022-09-07,Chain Issue,7
933,2022-09-29,Flat Tire,9
614,2022-08-01,Brake Issue,39
790,2022-01-02,Brake Issue,5
641,2022-02-18,Chain Issue,40
956,2022-03-15,Battery Issue,19
261,2022-07-12,Brake Issue,32
671,2022-10-30,Brake Issue,11
369,2022-06-14,Battery Issue,41
154,2022-05-23,Brake Issue,33
578,2022-05-25,Battery Issue,34
795,2022-01-14,Chain Issue,18
235,2022-01-04,Battery Issue,46
891,2022-12-16,Chain Issue,36
685,2022-06-02,Chain Issue,31
795,2022-04-24,Brake Issue,5
700,2022-09-04,Flat Tire,24
236,2022-09-08,Battery Issue,8
166,2022-01-02,Flat Tire,33
107,2022-07-21,Chain Issue,4
303,2022-07-16,Battery Issue,2
656,2022-02-17,Battery Issue,19
791,2022-12-11,Flat Tire,18
844,2022-12-24,Brake Issue,45
661,2022-09-28,Chain Issue,45
608,2022-09-25,Brake Issue,18
71,2022-07-09,Brake Issue,22
874,2022-06-05,Brake Issue,14
35,2022-01-11,Battery Issue,12
276,2022-04-10,Flat Tire,18
579,2022-08-15,Brake Issue,7
630,2022-01-05,Chain Issue,32
511,2022-06-20,Chain Issue,24
308,2022-12-02,Brake Issue,17
989,2022-06-27,Brake Issue,23
90,2022-07-28,Chain Issue,33
514,2022-06-09,Brake Issue,27
242,2022-05-25,Flat Tire,34
256,2022-04-15,Battery Issue,6
131,2022-12-09,Brake Issue,12
460,2022-10-20,Battery Issue,36
73,2022-01-21,Battery Issue,5
950,2022-07-20,Chain Issue,26
475,2022-02-05,Battery Issue,32
3,2022-03-22,Battery Issue,6
770,2022-09-22,Battery Issue,37
243,2022-08-22,Brake Issue,40
123,2022-01-29,Brake Issue,28
345,2022-08-09,Flat Tire,40
503,2022-08-06,Brake Issue,13
347,2022-01-05,Brake Issue,41
241,2022-11-11,Chain Issue,26
935,2022-12-29,Brake Issue,20
416,2022-02-07,Battery Issue,4
857,2022-01-02,Chain Issue,16
75,2022-11-27,Flat Tire,21
411,2022-07-21,Brake Issue,5
800,2022-06-19,Brake Issue,6
730,2022-07-22,Flat Tire,29
958,2022-04-10,Flat Tire,15
939,2022-09-14,Battery Issue,10
865,2022-12-30,Battery Issue,25
114,2022-01-02,Flat Tire,40
923,2022-06-30,Flat Tire,19
671,2022-06-17,Flat Tire,18
219,2022-10-18,Chain Issue,12
766,2022-11-06,Brake Issue,14
820,2022-04-08,Battery Issue,29
806,2022-10-27,Battery Issue,33
179,2022-10-30,Flat Tire,17
180,2022-11-10,Chain Issue,35
393,2022-06-08,Battery Issue,32
905,2022-11-14,Flat Tire,30
502,2022-10-14,Chain Issue,2
681,2022-01-02,Battery Issue,10
112,2022-03-28,Brake Issue,35
19,2022-10-02,Brake Issue,10
184,2022-02-26,Brake Issue,2
749,2022-06-08,Flat Tire,47
438,2022-03-16,Brake Issue,14
608,2022-10-28,Brake Issue,40
85,2022-07-30,Flat Tire,3
301,2022-05-05,Brake Issue,17
367,2022-02-10,Battery Issue,19
493,2022-11-18,Battery Issue,13
879,2022-10-27,Flat Tire,38
747,2022-08-11,Brake Issue,29
746,2022-10-14,Flat Tire,38
584,2022-01-25,Chain Issue,38
963,2022-03-13,Chain Issue,47
307,2022-09-27,Battery Issue,25
577,2022-03-21,Chain Issue,23
732,2022-10-15,Brake Issue,27
733,2022-10-29,Brake Issue,26
511,2022-06-09,Flat Tire,33
446,2022-02-12,Flat Tire,11
994,2022-04-01,Battery Issue,35
687,2022-03-06,Flat Tire,26
910,2022-12-20,Flat Tire,21
26,2022-10-18,Brake Issue,12
560,2022-03-23,Flat Tire,10
477,2022-09-01,Battery Issue,33
545,2022-05-14,Brake Issue,24
396,2022-09-28,Chain Issue,24
178,2022-10-02,Battery Issue,6
521,2022-12-07,Brake Issue,34
625,2022-02-24,Chain Issue,42
971,2022-03-01,Chain Issue,26
769,2022-04-23,Chain Issue,19
143,2022-10-09,Brake Issue,7
630,2022-03-02,Battery Issue,36
742,2022-09-03,Battery Issue,37
23,2022-11-12,Flat Tire,35
1,2022-04-08,Battery Issue,45
386,2022-06-22,Battery Issue,23
964,2022-05-09,Chain Issue,1
723,2022-09-13,Battery Issue,13
448,2022-10-02,Brake Issue,5
547,2022-07-13,Chain Issue,3
240,2022-10-01,Battery Issue,34
669,2022-07-14,Battery Issue,42
946,2022-03-05,Flat Tire,21
913,2022-04-21,Brake Issue,26
791,2022-09-12,Flat Tire,42
551,2022-01-06,Brake Issue,4
997,2022-07-07,Chain Issue,40
205,2022-02-10,Brake Issue,43
846,2022-04-12,Brake Issue,22
